"options.role.tunny.detail" : "Tunas need to swim continuously to survive, and if they stop, they will die.<br>To live until the end and win together with others."
"options.role.tunny.aftermeetingstoptime" : "After Meeting Stay Time"
"options.role.tunny.stoptime" : "Stay Time"
"role.tunny.stop" : "Suffocate"
"role.tunny.run" : "Breathe"

"role.yandere.name" : "Yandere"
"role.yandere.short" : "Yan"
"role.yandere.blurb" : "JUSE LOOK AT ME!!!"
"role.yandere.prefix" : "Deformed"
"role.yandere.InGameblurb" : "Always love you,<color=#fc04bdff>%NAME%</color>"
"options.role.yandere.detail" : "Yandere is a neutral that requires killing players other than darling to victory."
"options.role.yandere.killcd" : "Kill Initial Cooldown"
"options.role.yandere.Prokillcd" : "Kill Cooldown After Darling Death"
"options.role.yandere.addTargetDistance" : "Distance To Become Rival"
"options.role.yandere.addTargetDuration" : "Time To Become Rival"
"options.role.yandere.addcooldown" : "Immunity Time After Meeting"
"options.role.yandere.killcorrectAddCD" : "Reduce Cooldown When Killed Love Enemies"
"options.role.yandere.killwrongAddCD" : "Reduce Cooldown When Killed Non Love Enemies"
"options.role.yandere.activetargetarrow" : "location Of The Darling Points Towards"
"options.role.yandere.targetupdatetime" : "Darling Arrow Update Interval"
"options.role.yandere.activekilltargetarrow" : "location Of The  Love Enemies Points Towards"
"options.role.yandere.killtargetupdatetime" : "Love Enemies Arrow Update Interval"
"options.role.yandere.aftermeetingstaycd" : "Reserve Kill Cooldown after meeting"
"options.role.yandere.minKillCD" : "Cooldown Min"
"options.role.yandere.maxKillCD" : "Cooldown Max"
"options.role.yandere.canusevent" : "Can Use Vent"
"options.role.yandere.hasImpostorVision" : "Has Imp Vision"
"role.yandere.targetdistanceRange" : "Yandere<color=white>:  Love Enemies Distance</color>"

"role.yandereLover.name" : "Darling"
"role.yandereLover.short" : "D"
"role.yandereLover.generalBlurb" : "Just panic"
"options.role.yandereLover.detail" : "You are the darling of yandere, you don't know who yandere is"

"role.SchrodingerCat.name" : "Schrodinger's Cat"
"role.SchrodingerCat.short" : "Cat"
"role.SchrodingerCat.blurb" : "meow~Game start~"
"role.SchrodingerCat.generalBlurb" : "meow~Game start~"
"options.role.schrodingerCat.canseekiller" : "Know The Killer"
"options.role.schrodingerCat.cannotkillkiller" : "Can't Kill Each Other"
"options.role.SchrodingerCat.detail" : "Killed becomes the role of the killer"
"teams.SchrodingerCat": "Schrodinger's Cat"

"role.skinner.name" : "Skinner"
"role.skinner.short" : "Sk"
"role.skinner.blurb" : "Let's start the experiment"
"options.role.skinner.detail" : "Skinner knews all neutrals. except for sidkick, tuna and lawyer.<br>Skinner can mark player. The marked player will continuously show its position to Skinner.<br>Using whistle, can show the direction arrow of the marked player to other dogs."
"button.label.showmark" : "WHISTLE"

"role.skinnerdog.name" : "Skinner's dog"
"role.skinnerdog.generalBlurb" : "Let's start the experiment"
"options.role.skinnerdog.detail" : "Skinner's dog only know who is Skinner, and don't know orther dog.<br><b>When Skinner was alive, as long as any Skinner's dog win, the Skinner team win together.</b>"
"teams.skinner" : "Skinner"
"end.skinner" : "Experiment%EXTRA%Win"
"end.extra.scarletex" : "<color=#FFFFFF>+</color>Scarlet's Lover"
"end.extra.jackalex" : "<color=#FFFFFF>+</color>Jackal"
"end.extra.knightedTargetEx" : "<color=#FFFFFF>+</color>Master"
"end.extra.ghostextrawin" : "<color=#FFFFFF>+</color>Ghost"

"teams.moriarty" : "Moriarty"
"end.moriarty" : "Team Moriarty Wins"
"role.moriarty.name" : "Moriarty"
"role.moriarty.short" : "My"
"role.moriarty.blurb" : "Overall structure and planning"
"options.role.moriarty.detail" : "Moriarty can create moran.<br>When the option to win by killing holmes is on, moriarty can win by killing holmes."
"options.role.moriarty.sidekickmaxnum" : "Num of Sidekick"
"options.role.moriarty.sidekickCooldown" : "Sidekick Cooldown"
"options.role.moriarty.suicideCooldown" : "Suicide Cooldown"
"options.role.moriarty.Cansuicide" : "Can Suicide"
"options.role.moriarty.canwinbyholmes" : "Can Win by Killing Holmes"

"role.moran.name" : "Moran"
"role.moran.short" : "Mn"
"role.moran.blurb" : "Snipe them with an airgun"
"role.moran.generalBlurb" : "Snipe them with an airgun"
"options.role.moran.detail" : "Moran can snipe other players from a long distance, and walls can't block the sniping."
"options.role.moran.isModifier" : "Is Modifier"
"options.role.moran.canWinAsOriginalTeam" : "Can Create Sidekick Chainly"
"options.role.moran.snipeCoolDown" : "Snipe Cooldown"
"options.role.moran.shotSize" : "Shot Size"
"options.role.moran.shotEffectiveRange" : "Shot Effective Range"
"options.role.moran.shotNoticeRange" : "Snipe Notice Range"
"options.role.moran.storeRifleOnFire" : "Store Rifle On Fire"
"options.role.moran.storeRifleOnUsingUtility" : "Store Rifle On Using Utility"
"options.role.moran.canSeeRifleInShadow" : "Can See Rifle In Shadow"
"options.role.moran.canKillHidingPlayer" : "Can Kill Hiding Player"
"options.role.moran.aimAssist" : "Aim Assist"
"options.role.moran.delayInAimAssistActivation" : "Delay In Aim Assist Activation"

"role.holmes.name" : "Holmes"
"role.holmes.short" : "HM"
"role.holmes.blurb" : "See the truth"
"options.role.holmes.detail" : "Attain players' roles.<br>Investigating players from moriarty group gives you a random crewmate role."
"options.role.holmes.surveyCooldown" : "Investigate Cooldown"
"options.role.holmes.surveymaxUseNum" : "Max Investigate Num"
"button.label.survey" : "INVESTIGATE"

# 附加能力Modifiers
"role.baitM.name" : "Bait"
"role.baitM.generalBlurb" : "BANG!"
"role.baitModifier.blurb" : "Good new,I'm bait."
"options.role.baitM.detail" : "Your murderer reports your body immediately."
"options.role.baitM.showKillFlash" : "Show Kill Flash"
"options.role.baitM.canSeeVentFlash" : "Can See Vent Flash"

"role.chameleon.name" : "Chameleon"
"role.chameleon.generalBlurb" : "Quietly and silently"
"options.role.chameleon.detail" : "Chameleon can become invisible by stopping in place."
"options.role.chameleon.quiescentTime" : "nvisble Need Time"

"role.desperate.name" : "Strayer"
"role.desperate.generalBlurb" : "NO WAY OUT"
"options.role.desperate.detail" : "Only impostor will desperate.<br>Before the third meeting starts, if the countdown ends and no killed players, they will commit suicide.<br>The third meeting desperate will disappear."
"options.role.desperate.suicideTime" : "Suicide Timer"
"options.role.desperate.meeting" : "Num Of Invalid Meetings"
"role.desperate.suicideTimeText" : "Suicide Time"
"role.desperate.prefix" : "Desperate"
"state.desperate" : "Lost"

"role.disperser.name" : "Disperser"
"role.disperser.generalBlurb" : "Crowding is not good"
"options.role.disperser.detail" : "Disperser can dispers all the players."
"button.label.disperse" : "DISPERS"
"options.role.disperser.DisperseType" : "Dispers Mode"
"options.role.disperser.vent" : "Vent"
"options.role.disperser.spawnpos" : "Spawnpos"

"role.firstdead.name" : "First Death Shield"
"role.firstdead.generalBlurb" : "Cannot be killed before the first meeting."
"options.role.firstdead.detail" : "Cannot be killed before the first meeting."

"role.infected.name" : "Deserter"
"role.infected.generalBlurb" : "Abandon your past"
"options.role.infected.detail" : "When you get this modifier, it means you will become a impostor in the next round of meetings.<br>You can freely choose your role to win with another impostor.<br>However,you can choose role when discussing time. If there is no time for discussion, you will randomly receive role.<br>According to the settings, you can guess."
"role.infected.selectImpRoleText" : "Choose Role"
"role.infected.OnBecameInfected" : "You have been infected<br>You will become impostor in the next meeting"

"role.lastImpostor.name" : "LastImpostor"
"role.lastImpostor.generalBlurb" : "Unextinguished flame"
"options.role.lastImpostor.detail" : "Last impostor has a shorter cooldown and can guess roles."

"role.madmateplus.name" : "Perfidies"
"role.madmateplus.prefix" : "Perfidious"
"role.madmateplus.generalBlurb" : "Dedicate oneself wholeheartedly to impostor"
"role.madmateplus.blurb" : "<color=#FF0000>You are now burning with anger</color>"
"options.role.madmateplus.detail" : "Perfidies is a player who actively betrays, and all impostor can be identified at the beginning."
"options.role.madmateplus.canusevent" : "Can Use Vent"
"options.role.madmateplus.cansabotage" : "Can Sabotage"
"options.role.madmateplus.hasimpostorvision" : "Has Imp Vision"
"options.role.madmateplus.canSeeAllImpostor" : "Know All Imp"
"options.role.madmateplus.canpromote" : "After All The Imps Die, Become Imp"
"options.role.madmate.requiredTasksForIdentifying3" : "Identify 4 Imps Need Tasks Of Num"
"options.role.madmate.requiredTasksForIdentifying4" : "Identify 5 Imps Need Tasks Of Num"
"options.role.madmate.requiredTasksForIdentifying5" : "Identify 6 Imps Need Tasks Of Num"
"numOfTasksToIdentifyImpostors0" : "Identify 1 Imps Need Tasks Of Num"
"numOfTasksToIdentifyImpostors1" : "Identify 2 Imps Need Tasks Of Num"
"numOfTasksToIdentifyImpostors2" : "Identify 3 Imps Need Tasks Of Num"
"numOfTasksToIdentifyImpostors3" : "Identify 4 Imps Need Tasks Of Num"
"numOfTasksToIdentifyImpostors4" : "Identify 5 Imps Need Tasks Of Num"
"numOfTasksToIdentifyImpostors5" : "Identify 6 Imps Need Tasks Of Num"
"role.madmate.Target" : "A grand goal requires sacrifice."
"role.madmate.insomniacs" : "Please take me away."
"role.madmate.mayor" : "Let me choose."
"role.madmate.lovemesseger" : "Meaningless."
"role.madmate.swapper" : "Now who is boss？"

"role.mini.name" : "Minicrew"
"role.mini.generalBlurb" : "Protecting children"
"options.role.mini.detail" : "Mini having a faster pace before growing up"
"options.role.mini.growupneedtime" : "Growing Up Duration"
"options.role.mini.MiniDeadEnd" : "Crew Min Has Been Expelled End Game"
"options.role.mini.minicannotguess" : "Minors Are Not Allowed To Be Guess."

"role.scrambler.name" : "Scrambler"
"role.scrambler.generalBlurb" : "WOW!The connection seems broken."
"options.role.scrambler.detail" : "Scrambler is a modifier that can block crew members from using their skills."
"options.role.scrambler.blockskillnum" : "Block Using Skills During Operation"
"options.role.scrambler.meeting" : "Cannot Use Skill Meeting Range During"

"role.seluch.name" : "Gravedigger"
"role.seluch.generalBlurb" : "What is it?"
"role.seluch.blurb" : "Dig it"
"options.role.seluch.detail" : "Knowing the role of the reported body."
"options.roles.seluch.showmodifier" : "Know Body's Modifiers"
"role.seluch.reportText" : "You found that <color=#FF1919>body</color> is"

"role.speedster.name" : "Speedster"
"role.speedster.generalBlurb" : "Your time is very precious"
"options.role.speedster.detail" : "Can run faster"
"options.role.speedster.speed" : "Speed"

"role.vip.name" : "VIP"
"role.vip.generalBlurb" : "Oh My God!"
"options.role.vip.detail" : "After VIP is killed, specific factions can see death messages."
"options.roles.vip.crewmatecanseedead" : "Crewmeta Can Know Message"
"options.roles.vip.neutralcanseedead" : "Neutral Can Know Message"
"options.roles.vip.impostorcanseedead" : "Impostor Can Know Message"

"role.haslove.name" : "Kindness"
"role.haslove.generalBlurb" : "Always serving the crew"
"options.role.haslove.detail" : "The past is not important, always serving the crew.You must follow the crew to win."

"role.knightedtarget.name" : "Master"
"role.knightedtarget.generalBlurb" : "Master, how have you been lately?"
"options.role.knightedtarget.detail" : "The Master was chosen by the knights, and now you have a loyal subordinate."


# 阵营Camp
"teams.knighted" : "Cavalier"
"teams.tunny" : "Tuna"
"teams.yandere" : "Yandere"
"teams.doomsayer" : "Doomguesser"
"teams.doomsayer2" : "Doomsayer"

# 按键Button
"button.label.Love" : "SPREAD"
"button.label.knightedSelect" : "LOYALTY"

# 会议结算Meeting settlement
"ExileNiceMiniText" : "HE JUST A KID"

# 胜利文本Win text
"end.extra.knighted" : " <color=#FFFFFF>+</color>Cavalier"
"end.extra.tunny" : " <color=#FFFFFF>+</color>Tuna"
"end.yandere" : "Yandere%EXTRA%Win"
"end.doomsayer" : "Doomguesser%EXTRA%Win"
"end.doomsayertext2" : "Doomsayer%EXTRA%Win"
"end.MiniDead" : "Mini Dead"

 
"options.role.moriarty.moriartizedRole" : "Role Moriartyization"
"options.role.yandere.yandererole" : "Role Yandereization"

# 胜利条件Victory conditions
"document.tip.winCond.yandere.title" : "Kill Everyone To Win"
"document.tip.winCond.yandere" : "If there are only yandere   Yandere and darling to achieve individual win"
"document.tip.winCond.doomsayer.title" : "Guess to win"
"document.tip.winCond.doomsayer" : "After guess a certain number of people, doomsayer win"
"document.tip.winCond.lawyer1.title" : "Meeting win"
"document.tip.winCond.lawyer1" : "The number of emergency meetings has reached a certain threshold to win"
"document.tip.winCond.lawyer2.title" : "Follow win"
"document.tip.winCond.lawyer2" : "As long as the customer survives, follow the target to win.<br>Pursuer surviving until the end to win with others."
"document.tip.winCond.moriarty1.title" : "Kill win"
"document.tip.winCond.moriarty1" : "Moriarty win when moriarty team players account for more than half of all alive players.<br>Need %IMPOSTOR% and %JACKAL% team be eliminated."
"document.tip.winCond.moriarty2.title" : "Kill Holmes Win"
"document.tip.winCond.moriarty2" : "If Holmes dies due to the Moriarty team, then the Moriarty team will immediately win."
"document.tip.winCond.skinner.title" : "Neutral Win"
"document.tip.winCond.skinner" : "If a neutral achieves the victory condition, then the Skinner team wins."

"MoreRolesmodinfo" : "Is modded is made on the basis of <Nebula on the ship> made by Dolly1016<br>Modded by Plana KeChuanQi"

#以下为隐藏内容 不建议在游玩前查看The following is hidden content that is not recommended to be viewed before playing
#以下为隐藏内容 不建议在游玩前查看The following is hidden content that is not recommended to be viewed before playing
#以下为隐藏内容 不建议在游玩前查看The following is hidden content that is not recommended to be viewed before playing





























"teams.violator" : "GameViolator"
"intro.violator" : "Start the game"
"role.violator.name" : "GameViolator"
"role.violator.short" : "GV"
"role.violator.blurb" : "□□□□□□"
"options.role.violator.detail" : "Violator is a neutral role. That only appears in special games."
"options.role.violator.Realdetail" : "When you see this, it means you have to spread panic alone in this special mode.<br>In is special mode of infection, everyone here is a crew member except for you.<br>Your winning goal is, at the only inspection meeting of the crew, <br>get the proposal not to support infectious disease testing passed or killed everyone.<br>If the inspection meeting is passed, then all the crewmates will win.<br>If they complete all the tasks, it will no one winning the game.<br>In is mode, Crewmates who actively use skills may die at any time.<br>Let this place be chaotic and achieve victory.<br><br><b>【violation of regulations】</b><br>Every time you move freely, you can change your role, but only for impostors.<br> ·You can change the num of imposters displayed during the meeting<br> ·You always can to guess incorrectly with not commit suicide.<br> ·You cannot convene diagnosis meeting."
"roles.violator.selectleftimpnum" : "Select the num of remaining imp"
"options.diagnosis.group" : "Infectious Disease Mode Settings."
"options.diagnosis.caninvokespecialMeeting" : "<color=#52CBFF>Can Call Diacnosis Meeting</color>"
"options.diagnosis.IsActive" : "<color=#FF5B70>Enable Infectious Disease Mode</color>"
"options.diagnosis.chance" : "<color=#FF5B70>Infection Mode Assignment Chance</color>"
"options.diagnosis.startkilltime" : "<color=#FF5B70>Infection Start Time</color>"
"options.diagnosis.killchance" : "<color=#FF5B70>Infection probability</color>"
"options.diagnosis.meeting.status" : "ALL CREWMATE HAS<br><br><br>DIACNOSIS MEETING LEFT"
"options.diagnosis.meeting.yes" : "SUPPORT"
"options.diagnosis.meeting.no" : "OBJECTION"
"options.diagnosis.meeting.title" : "We need to talk!"
"options.diagnosis.meeting.prefix" : "This is%TYPE%"
"options.diagnosis.meeting.skeldandairship" : "Epidemic?"
"options.diagnosis.meeting.miraandpolus" : "Invasion infection?"
"options.diagnosis.meeting.fungle" : "fungal infection?"
"options.diagnosis.meeting.exile.1" : "It's time to recheck here ..."
"options.diagnosis.meeting.exile.2" : "Eventually invaded by □□□"
"options.diagnosis.meeting.exile.3" : "It's safe now ... temporarily"
"options.diagnosis.meetingbutton.tips" : "(RightClick to Change Types)"
